CustomerID,TotalOrders,TotalQuantity,TotalSpending,AvgOrderValue,AvgItemsInCart,Cluster
C53631,1,3,595.89,595.89,8.0,0
C53645,1,3,1450.59,1450.59,4.0,0
C53697,1,4,827.36,827.36,5.0,0
C53810,1,4,2358.28,2358.28,8.0,1
C54160,1,3,1010.13,1010.13,4.0,0
C54277,1,2,519.16,519.16,7.0,0
C54298,1,3,1437.63,1437.63,5.0,1
C54390,1,3,580.74,580.74,7.0,0
C54409,1,3,1018.17,1018.17,7.0,0
C54494,1,2,352.92,352.92,2.0,0
C54499,1,1,668.48,668.48,1.0,0
C54595,1,1,121.96,121.96,3.0,0
C54675,1,2,1291.7,1291.7,5.0,0
C54725,1,2,289.32,289.32,7.0,0
C54759,1,1,109.29,109.29,5.0,0
C54829,1,5,312.55,312.55,9.0,0
C54886,1,1,355.15,355.15,2.0,0
C55164,1,3,1979.64,1979.64,3.0,1
C55205,1,4,793.4,793.4,7.0,0
C55286,1,5,2873.95,2873.95,8.0,1
C55354,1,2,684.22,684.22,2.0,0
C55388,1,3,1213.86,1213.86,6.0,0
C55454,1,1,677.48,677.48,1.0,0
C55464,1,1,601.36,601.36,1.0,0
C55590,1,1,625.51,625.51,1.0,0
C55606,1,4,1102.0,1102.0,8.0,1
C55632,1,5,2158.45,2158.45,10.0,1
C55636,1,4,1702.4,1702.4,5.0,1
C55757,1,2,922.26,922.26,4.0,0
C55778,1,5,551.9,551.9,10.0,1
C55819,1,5,1268.75,1268.75,9.0,1
C55996,1,5,2543.45,2543.45,10.0,1
C56266,1,4,640.88,640.88,9.0,0
C56506,1,3,773.52,773.52,4.0,0
C56553,1,3,212.43,212.43,8.0,0
C56564,1,2,507.48,507.48,5.0,0
C56622,1,2,1095.34,1095.34,3.0,0
C56722,1,5,110.35,110.35,7.0,0
C56796,1,1,678.38,678.38,4.0,0
C56851,1,5,958.15,958.15,6.0,1
C56928,1,4,1435.0,1435.0,9.0,1
C56938,1,3,1117.8,1117.8,7.0,0
C56969,2,3,193.0,96.5,4.0,2
C57093,1,3,553.41,553.41,4.0,0
C57276,1,5,3456.4,3456.4,10.0,1
C57502,1,4,2242.32,2242.32,6.0,1
C57601,1,4,294.6,294.6,9.0,0
C57798,1,4,2308.32,2308.32,8.0,1
C57861,1,3,915.48,915.48,8.0,0
C57867,1,4,1543.68,1543.68,8.0,1
C58063,1,2,987.26,987.26,6.0,0
C58108,1,4,2517.36,2517.36,4.0,1
C58156,1,1,95.1,95.1,1.0,0
C58168,1,3,754.4399999999999,754.4399999999999,4.0,0
C58341,1,1,639.83,639.83,2.0,0
C58410,1,1,645.46,645.46,5.0,0
C58443,1,2,848.64,848.64,6.0,0
C58503,1,5,1402.6,1402.6,7.0,1
C58638,1,4,1531.52,1531.52,6.0,1
C58721,1,3,617.58,617.58,4.0,0
C58773,1,5,2567.45,2567.45,8.0,1
C58808,1,2,539.66,539.66,4.0,0
C58858,1,2,674.64,674.64,4.0,0
C59139,1,5,458.35,458.35,9.0,1
C59169,1,4,2517.36,2517.36,7.0,1
C59183,1,5,3322.55,3322.55,8.0,1
C59278,1,5,2360.05,2360.05,10.0,1
C59337,1,2,1068.86,1068.86,5.0,0
C59338,1,3,2070.9,2070.9,6.0,1
C59441,1,5,2092.65,2092.65,6.0,1
C59554,1,2,912.08,912.08,4.0,0
C59572,1,1,542.07,542.07,6.0,0
C59579,1,2,897.7,897.7,6.0,0
C59685,1,2,788.32,788.32,2.0,0
C59724,1,2,819.5,819.5,2.0,0
C59752,1,5,1538.8,1538.8,9.0,1
C59774,1,1,72.6,72.6,6.0,0
C59823,1,4,640.28,640.28,5.0,0
C60029,1,3,1524.36,1524.36,8.0,1
C60037,1,2,1054.92,1054.92,3.0,0
C60042,1,4,1761.24,1761.24,6.0,1
C60178,1,3,1023.45,1023.45,4.0,0
C60190,1,4,1898.76,1898.76,6.0,1
C60203,1,2,583.7,583.7,5.0,0
C60215,1,4,334.4,334.4,4.0,0
C60329,1,5,2476.75,2476.75,5.0,1
C60355,1,2,1000.58,1000.58,7.0,0
C60361,1,5,1948.1,1948.1,7.0,1
C60384,1,4,1484.28,1484.28,7.0,1
C60547,1,1,257.0,257.0,5.0,0
C60572,1,3,1497.63,1497.63,8.0,1
C60575,1,5,1959.3,1959.3,6.0,1
C60672,1,1,423.4,423.4,3.0,0
C60699,1,3,1235.85,1235.85,7.0,1
C61070,1,2,951.56,951.56,2.0,0
C61090,1,4,2062.36,2062.36,7.0,1
C61162,1,4,721.0,721.0,7.0,0
C61225,1,2,1300.5,1300.5,6.0,0
C61257,1,2,507.34,507.34,3.0,0
C61280,1,3,1472.22,1472.22,3.0,0
C61384,1,3,802.3499999999999,802.3499999999999,5.0,0
C61440,1,1,583.9,583.9,1.0,0
C61521,1,2,690.02,690.02,6.0,0
C61549,1,4,1286.04,1286.04,9.0,1
C61618,1,4,488.8,488.8,7.0,0
C61668,1,2,139.28,139.28,6.0,0
C61773,1,4,981.12,981.12,6.0,0
C61849,1,4,2311.28,2311.28,9.0,1
C61943,1,2,985.8,985.8,5.0,0
C61957,1,1,483.38,483.38,6.0,0
C62042,1,5,1539.9,1539.9,10.0,1
C62070,1,1,176.58,176.58,4.0,0
C62169,1,1,184.15,184.15,5.0,0
C62277,1,4,309.88,309.88,7.0,0
C62312,1,1,52.54,52.54,6.0,0
C62405,1,2,460.72,460.72,4.0,0
C62512,1,3,275.22,275.22,8.0,0
C62557,1,3,1232.64,1232.64,8.0,1
C62622,1,1,562.61,562.61,3.0,0
C62627,1,1,41.09,41.09,4.0,0
C62656,1,4,873.72,873.72,9.0,1
C62661,1,3,1147.11,1147.11,8.0,1
C62666,1,5,322.5,322.5,8.0,0
C62740,1,1,424.4,424.4,6.0,0
C63018,1,1,38.49,38.49,4.0,0
C63150,1,3,410.91,410.91,4.0,0
C63153,1,4,2199.04,2199.04,4.0,1
C63365,1,5,1098.9,1098.9,8.0,1
C63372,1,5,2428.55,2428.55,10.0,1
C63378,1,1,512.39,512.39,2.0,0
C63619,1,3,1857.63,1857.63,6.0,1
C63657,1,3,1274.67,1274.67,6.0,1
C63727,1,2,724.28,724.28,2.0,0
C63822,1,4,507.56,507.56,9.0,0
C63827,1,4,1974.92,1974.92,6.0,1
C64128,1,3,284.64,284.64,8.0,0
C64160,1,2,330.98,330.98,4.0,0
C64502,1,5,1600.05,1600.05,6.0,1
C64516,1,3,1517.37,1517.37,3.0,0
C64549,1,5,1006.1,1006.1,6.0,1
C64554,1,3,410.52,410.52,4.0,0
C64579,1,1,234.37,234.37,5.0,0
C64638,1,1,527.57,527.57,3.0,0
C64641,1,5,2119.65,2119.65,5.0,1
C64753,1,4,1050.08,1050.08,4.0,0
C64935,1,1,304.11,304.11,2.0,0
C65021,1,2,809.92,809.92,4.0,0
C65056,1,4,2129.96,2129.96,6.0,1
C65083,1,4,2631.16,2631.16,6.0,1
C65107,1,1,70.24,70.24,4.0,0
C65180,1,4,858.16,858.16,7.0,0
C65251,1,5,1168.35,1168.35,10.0,1
C65414,1,2,595.42,595.42,7.0,0
C65497,1,1,163.32,163.32,6.0,0
C65524,1,5,1919.1,1919.1,7.0,1
C65565,1,3,402.15,402.15,3.0,0
C65744,1,1,582.04,582.04,1.0,0
C65799,1,4,2260.8,2260.8,9.0,1
C65890,1,5,1577.85,1577.85,6.0,1
C65905,1,5,950.4000000000001,950.4000000000001,9.0,1
C65986,1,5,3352.4,3352.4,5.0,1
C66078,1,4,1101.12,1101.12,9.0,1
C66093,1,4,2595.64,2595.64,6.0,1
C66112,1,4,1866.8,1866.8,8.0,1
C66116,1,5,322.45,322.45,7.0,0
C66149,1,4,1537.28,1537.28,6.0,1
C66196,1,2,796.9,796.9,7.0,0
C66254,1,1,515.32,515.32,1.0,0
C66332,1,3,1907.94,1907.94,5.0,1
C66349,1,1,565.85,565.85,1.0,0
C66438,1,1,90.27,90.27,5.0,0
C66462,1,5,1739.6,1739.6,6.0,1
C66521,1,4,1600.28,1600.28,5.0,1
C66567,1,2,79.02,79.02,5.0,0
C66840,1,4,2313.08,2313.08,9.0,1
C66906,1,2,518.64,518.64,2.0,0
C67195,1,4,2306.08,2306.08,5.0,1
C67260,1,5,3390.8,3390.8,7.0,1
C67387,1,5,1418.65,1418.65,8.0,1
C67528,1,4,1185.12,1185.12,5.0,1
C67533,1,1,26.95,26.95,1.0,0
C67551,1,4,1955.12,1955.12,5.0,1
C67561,1,3,1660.56,1660.56,4.0,1
C67583,1,1,338.31,338.31,3.0,0
C67604,1,2,279.38,279.38,7.0,0
C67687,1,2,868.6,868.6,7.0,0
C67818,1,1,442.39,442.39,6.0,0
C67870,1,4,1648.8,1648.8,6.0,1
C67932,1,3,514.98,514.98,7.0,0
C67936,1,2,1072.5,1072.5,3.0,0
C68078,1,2,987.76,987.76,7.0,0
C68266,1,3,1960.89,1960.89,7.0,1
C68508,1,1,123.28,123.28,3.0,0
C68553,1,3,742.41,742.41,4.0,0
C68609,1,3,1330.32,1330.32,3.0,0
C68936,1,3,1662.75,1662.75,6.0,1
C68937,1,2,850.06,850.06,2.0,0
C68976,1,5,868.25,868.25,9.0,1
C69009,1,5,2280.3,2280.3,10.0,1
C69021,1,3,1874.52,1874.52,8.0,1
C69149,1,2,1062.98,1062.98,7.0,0
C69167,1,3,165.03,165.03,7.0,0
C69168,1,1,21.19,21.19,5.0,0
C69213,1,4,2579.84,2579.84,7.0,1
C69332,1,3,1695.75,1695.75,7.0,1
C69396,1,3,1808.25,1808.25,6.0,1
C69471,1,4,1448.24,1448.24,4.0,1
C69476,1,4,996.28,996.28,5.0,0
C69542,1,1,422.54,422.54,1.0,0
C69994,1,5,2332.1,2332.1,5.0,1
C70010,1,5,1153.85,1153.85,10.0,1
C70148,1,5,2647.75,2647.75,10.0,1
C70246,1,3,476.22,476.22,7.0,0
C70315,1,4,2024.44,2024.44,5.0,1
C70352,1,1,626.6,626.6,4.0,0
C70412,1,4,2313.12,2313.12,5.0,1
C70426,1,2,672.64,672.64,3.0,0
C70437,1,4,2620.72,2620.72,5.0,1
C70452,1,4,1265.28,1265.28,7.0,1
C70492,1,4,1984.0,1984.0,8.0,1
C70495,1,2,114.14,114.14,3.0,0
C70506,1,1,454.23,454.23,3.0,0
C70529,1,1,105.92,105.92,6.0,0
C70554,1,3,418.35,418.35,8.0,0
C70566,1,5,2682.9,2682.9,5.0,1
C70613,1,5,2323.7,2323.7,7.0,1
C70633,1,2,367.34,367.34,3.0,0
C70659,2,8,1853.96,926.98,6.5,2
C70921,1,2,457.08,457.08,3.0,0
C70999,1,2,433.32,433.32,6.0,0
C71035,1,1,436.77,436.77,5.0,0
C71040,1,4,1739.4,1739.4,4.0,1
C71076,1,2,511.98,511.98,4.0,0
C71122,1,1,634.4,634.4,6.0,0
C71310,1,5,2922.3,2922.3,8.0,1
C71471,1,1,595.54,595.54,4.0,0
C71473,1,5,1709.2,1709.2,8.0,1
C71486,1,3,1407.96,1407.96,3.0,0
C71570,1,4,2137.92,2137.92,9.0,1
C71680,1,4,2270.28,2270.28,9.0,1
C71698,1,5,2446.85,2446.85,8.0,1
C71797,1,4,1857.16,1857.16,5.0,1
C71899,1,3,2004.99,2004.99,4.0,1
C72007,1,3,1298.55,1298.55,4.0,0
C72043,1,1,394.53,394.53,2.0,0
C72166,1,1,314.38,314.38,6.0,0
C72241,1,4,2709.48,2709.48,8.0,1
C72290,1,3,556.2,556.2,7.0,0
C72293,1,3,688.02,688.02,6.0,0
C72533,1,1,376.76,376.76,5.0,0
C72588,1,5,1574.7,1574.7,8.0,1
C72596,1,2,770.32,770.32,7.0,0
C72649,1,5,2853.1,2853.1,7.0,1
C72664,1,1,627.15,627.15,5.0,0
C72862,1,1,84.8,84.8,5.0,0
C73225,1,2,1100.36,1100.36,3.0,0
C73289,1,3,1945.77,1945.77,4.0,1
C73370,1,1,44.35,44.35,1.0,0
C73514,1,3,1395.15,1395.15,3.0,0
C73575,1,5,3219.45,3219.45,8.0,1
C73587,1,4,1632.84,1632.84,9.0,1
C73629,1,1,265.64,265.64,3.0,0
C73813,1,4,445.2,445.2,7.0,0
C73873,1,2,661.38,661.38,5.0,0
C73893,1,5,1638.4,1638.4,6.0,1
C73941,1,2,1250.44,1250.44,5.0,0
C73961,1,4,530.24,530.24,8.0,0
C73996,1,2,287.64,287.64,6.0,0
C73999,1,2,375.76,375.76,4.0,0
C74003,1,4,1221.28,1221.28,4.0,0
C74005,1,5,2240.75,2240.75,7.0,1
C74138,1,2,196.94,196.94,3.0,0
C74169,1,1,310.93,310.93,3.0,0
C74359,1,5,1841.25,1841.25,5.0,1
C74499,1,2,744.46,744.46,7.0,0
C74519,1,3,945.81,945.81,4.0,0
C74562,1,1,220.77,220.77,5.0,0
C74866,1,3,1994.37,1994.37,6.0,1
C74928,1,2,612.48,612.48,4.0,0
C74982,1,5,2042.8,2042.8,8.0,1
C75018,1,3,2007.18,2007.18,7.0,1
C75439,1,3,344.43,344.43,7.0,0
C75456,1,3,276.66,276.66,5.0,0
C75619,1,2,742.58,742.58,5.0,0
C75739,1,2,302.7,302.7,3.0,0
C75888,1,3,1346.7,1346.7,7.0,1
C76140,1,4,826.4,826.4,6.0,0
C76207,1,5,2606.25,2606.25,8.0,1
C76362,1,3,709.5,709.5,8.0,0
C76653,1,4,1539.4,1539.4,9.0,1
C76675,1,3,1991.79,1991.79,6.0,1
C76700,1,2,623.82,623.82,2.0,0
C76761,1,4,470.04,470.04,7.0,0
C76766,1,4,2512.48,2512.48,6.0,1
C76929,1,1,356.81,356.81,1.0,0
C77046,1,4,741.64,741.64,9.0,1
C77085,1,4,1050.32,1050.32,8.0,1
C77122,1,1,438.37,438.37,4.0,0
C77166,1,3,741.33,741.33,3.0,0
C77272,1,5,2492.4,2492.4,8.0,1
C77344,1,1,343.31,343.31,6.0,0
C77357,1,1,474.6,474.6,4.0,0
C77363,1,1,96.81,96.81,3.0,0
C77499,1,3,547.4399999999999,547.4399999999999,3.0,0
C77736,1,2,798.08,798.08,3.0,0
C77763,1,3,1508.31,1508.31,8.0,1
C77800,1,3,1378.02,1378.02,3.0,0
C77872,1,2,1027.18,1027.18,4.0,0
C77961,1,3,1087.59,1087.59,5.0,0
C78170,1,5,341.7,341.7,6.0,0
C78305,1,3,1092.42,1092.42,7.0,0
C78500,1,5,2512.35,2512.35,10.0,1
C78684,1,3,1765.32,1765.32,8.0,1
C78724,1,3,1266.39,1266.39,7.0,1
C78725,1,4,1880.36,1880.36,4.0,1
C78959,1,2,632.4,632.4,2.0,0
C79142,1,1,569.96,569.96,4.0,0
C79475,1,5,2542.95,2542.95,8.0,1
C79506,1,2,746.34,746.34,6.0,0
C79508,1,1,135.17,135.17,6.0,0
C79533,1,5,3008.6,3008.6,5.0,1
C79674,1,2,873.68,873.68,2.0,0
C79722,1,5,1382.2,1382.2,10.0,1
C79821,1,1,531.18,531.18,6.0,0
C79842,1,4,945.64,945.64,7.0,1
C79909,1,2,137.62,137.62,5.0,0
C80004,1,3,2052.42,2052.42,3.0,1
C80135,1,5,1107.55,1107.55,5.0,1
C80151,1,4,1723.32,1723.32,8.0,1
C80183,1,1,365.57,365.57,5.0,0
C80223,1,4,2651.76,2651.76,8.0,1
C80416,1,5,1087.15,1087.15,10.0,1
C80649,1,1,312.11,312.11,4.0,0
C80651,1,3,1194.51,1194.51,5.0,0
C80735,1,2,130.14,130.14,4.0,0
C80868,1,3,1420.47,1420.47,7.0,1
C80872,1,5,1984.3,1984.3,9.0,1
C80987,1,1,132.05,132.05,2.0,0
C81074,1,1,157.72,157.72,2.0,0
C81192,1,3,1939.02,1939.02,5.0,1
C81319,1,5,1342.15,1342.15,5.0,1
C81366,1,1,410.6,410.6,2.0,0
C81370,1,5,2532.25,2532.25,7.0,1
C81547,1,2,510.52,510.52,6.0,0
C81573,1,1,36.65,36.65,1.0,0
C81726,1,4,2161.36,2161.36,6.0,1
C81728,1,5,2753.4,2753.4,8.0,1
C81840,1,4,2504.04,2504.04,8.0,1
C81857,1,2,1127.64,1127.64,3.0,0
C81882,1,3,463.92,463.92,6.0,0
C82068,1,1,408.13,408.13,3.0,0
C82217,1,4,1717.48,1717.48,8.0,1
C82313,1,3,197.58,197.58,8.0,0
C82318,1,1,528.06,528.06,2.0,0
C82344,1,3,2028.63,2028.63,5.0,1
C82399,1,1,158.68,158.68,6.0,0
C82550,1,2,667.66,667.66,4.0,0
C82685,1,3,475.98,475.98,7.0,0
C82781,1,4,109.68,109.68,4.0,0
C82858,1,3,593.91,593.91,5.0,0
C82921,1,1,208.36,208.36,4.0,0
C82990,1,2,300.1,300.1,4.0,0
C83026,1,5,1686.9,1686.9,5.0,1
C83223,1,4,650.84,650.84,7.0,0
C83492,1,1,664.42,664.42,6.0,0
C83548,1,1,144.25,144.25,2.0,0
C83556,1,4,1059.16,1059.16,5.0,0
C83653,1,4,925.04,925.04,6.0,0
C83911,1,4,2799.52,2799.52,5.0,1
C84041,1,2,1001.6,1001.6,3.0,0
C84115,1,3,1362.87,1362.87,4.0,0
C84134,1,4,2772.28,2772.28,8.0,1
C84320,1,3,208.95,208.95,7.0,0
C84329,1,1,431.44,431.44,3.0,0
C84331,1,5,3223.2,3223.2,6.0,1
C84480,1,5,2342.55,2342.55,9.0,1
C84524,1,4,2071.92,2071.92,8.0,1
C84563,1,2,472.66,472.66,3.0,0
C84570,1,4,120.2,120.2,6.0,0
C84630,1,5,2592.75,2592.75,6.0,1
C84645,1,2,822.98,822.98,4.0,0
C84700,1,5,1599.85,1599.85,7.0,1
C84766,1,2,688.04,688.04,4.0,0
C84834,1,3,409.02,409.02,8.0,0
C84888,1,1,51.73,51.73,1.0,0
C84908,1,1,420.26,420.26,4.0,0
C85018,1,3,824.25,824.25,3.0,0
C85059,1,4,987.4,987.4,8.0,1
C85074,1,4,934.8,934.8,8.0,1
C85282,1,5,3143.7,3143.7,9.0,1
C85322,1,3,813.06,813.06,6.0,0
C85330,1,5,1140.45,1140.45,9.0,1
C85421,1,3,1641.45,1641.45,4.0,1
C85466,1,3,441.87,441.87,3.0,0
C85520,1,4,1862.64,1862.64,9.0,1
C85841,1,4,2597.88,2597.88,8.0,1
C85863,1,3,397.4399999999999,397.4399999999999,4.0,0
C85929,1,3,440.73,440.73,6.0,0
C85993,1,4,2189.28,2189.28,8.0,1
C86064,1,3,834.1200000000001,834.1200000000001,5.0,0
C86266,1,4,1618.32,1618.32,5.0,1
C86374,1,5,1363.85,1363.85,7.0,1
C86408,1,4,84.28,84.28,4.0,0
C86481,1,1,171.59,171.59,5.0,0
C86524,1,2,732.46,732.46,2.0,0
C86762,1,5,2043.65,2043.65,10.0,1
C86773,1,4,789.44,789.44,9.0,1
C86864,1,2,92.72,92.72,4.0,0
C87011,1,4,101.16,101.16,8.0,0
C87051,1,1,72.31,72.31,1.0,0
C87124,1,1,198.51,198.51,5.0,0
C87181,1,4,2619.16,2619.16,9.0,1
C87216,1,5,1580.35,1580.35,10.0,1
C87281,1,5,3243.25,3243.25,7.0,1
C87432,1,4,1208.2,1208.2,6.0,1
C87448,1,1,450.07,450.07,6.0,0
C87524,1,1,625.0,625.0,5.0,0
C87529,1,4,987.64,987.64,8.0,1
C87547,1,4,380.12,380.12,8.0,0
C87687,1,3,1137.21,1137.21,3.0,0
C87764,1,2,206.82,206.82,2.0,0
C87777,1,2,816.64,816.64,3.0,0
C87994,1,4,2392.76,2392.76,7.0,1
C87995,1,4,1925.92,1925.92,5.0,1
C88029,1,5,3277.75,3277.75,5.0,1
C88036,1,5,1571.35,1571.35,6.0,1
C88075,1,5,2651.7,2651.7,9.0,1
C88174,1,1,18.2,18.2,4.0,0
C88205,1,5,3215.15,3215.15,5.0,1
C88304,1,2,768.28,768.28,2.0,0
C88348,1,3,604.47,604.47,4.0,0
C88370,1,2,279.9,279.9,5.0,0
C88371,1,4,1132.64,1132.64,6.0,1
C88463,1,5,2539.7,2539.7,9.0,1
C88546,1,4,813.84,813.84,7.0,0
C88644,1,1,392.61,392.61,4.0,0
C88645,1,3,1751.16,1751.16,5.0,1
C88775,1,5,1989.05,1989.05,5.0,1
C88933,1,1,92.04,92.04,2.0,0
C88981,1,4,2445.04,2445.04,5.0,1
C89336,1,1,92.79,92.79,3.0,0
C89559,1,2,662.84,662.84,6.0,0
C89592,1,5,2547.9,2547.9,6.0,1
C89674,1,2,1151.66,1151.66,3.0,0
C89732,1,1,406.22,406.22,5.0,0
C89822,1,1,410.78,410.78,1.0,0
C89979,1,5,3170.0,3170.0,8.0,1
C90110,1,1,418.36,418.36,5.0,0
C90132,1,5,1304.65,1304.65,9.0,1
C90142,1,1,334.39,334.39,2.0,0
C90292,1,4,1105.28,1105.28,5.0,0
C90310,1,4,762.56,762.56,5.0,0
C90318,1,2,1259.12,1259.12,5.0,0
C90348,1,4,899.0,899.0,7.0,0
C90350,1,2,367.34,367.34,6.0,0
C90363,1,5,3044.55,3044.55,6.0,1
C90431,1,2,844.68,844.68,4.0,0
C90573,1,1,438.93,438.93,3.0,0
C90595,1,5,391.45,391.45,5.0,0
C90612,1,3,1103.25,1103.25,7.0,0
C90757,1,4,1979.36,1979.36,8.0,1
C90852,1,3,1725.03,1725.03,8.0,1
C90898,1,5,1491.95,1491.95,7.0,1
C90993,1,4,153.12,153.12,4.0,0
C91029,1,4,2131.48,2131.48,9.0,1
C91099,1,2,1025.3,1025.3,5.0,0
C91103,1,4,1023.44,1023.44,7.0,1
C91123,1,4,1202.24,1202.24,9.0,1
C91155,2,6,704.8199999999999,352.40999999999997,6.5,2
C91201,1,2,93.0,93.0,7.0,0
C91245,1,3,675.33,675.33,4.0,0
C91255,1,5,851.1,851.1,8.0,1
C91454,1,2,557.76,557.76,3.0,0
C91486,1,4,268.32,268.32,8.0,0
C91518,1,3,759.1500000000001,759.1500000000001,3.0,0
C91582,1,3,1949.79,1949.79,7.0,1
C91591,1,4,2609.92,2609.92,5.0,1
C91805,1,3,1819.23,1819.23,7.0,1
C91941,1,3,1188.0,1188.0,4.0,0
C92049,1,4,2666.08,2666.08,8.0,1
C92086,1,2,749.2,749.2,3.0,0
C92180,1,2,977.8,977.8,7.0,0
C92294,1,4,1225.4,1225.4,7.0,1
C92407,1,3,1672.23,1672.23,4.0,1
C92548,1,5,1132.25,1132.25,6.0,1
C92575,1,5,2464.7,2464.7,10.0,1
C92788,1,1,243.71,243.71,6.0,0
C93007,1,2,465.66,465.66,7.0,0
C93175,1,4,58.76,58.76,9.0,0
C93220,1,2,730.34,730.34,4.0,0
C93276,1,5,1652.25,1652.25,10.0,1
C93309,1,5,1821.4,1821.4,5.0,1
C93375,1,3,446.16,446.16,7.0,0
C93379,1,3,128.85,128.85,8.0,0
C93467,1,4,2219.32,2219.32,6.0,1
C93473,1,5,3196.85,3196.85,6.0,1
C93618,1,3,603.63,603.63,3.0,0
C93768,1,3,972.9000000000001,972.9000000000001,8.0,0
C93821,1,3,1075.44,1075.44,7.0,0
C93861,1,3,147.42,147.42,7.0,0
C93948,1,3,336.87,336.87,6.0,0
C94037,1,2,510.28,510.28,2.0,0
C94248,1,1,64.66,64.66,4.0,0
C94257,1,2,1394.38,1394.38,7.0,1
C94311,1,4,2740.8,2740.8,6.0,1
C94323,1,5,379.05,379.05,10.0,1
C94381,1,2,1216.08,1216.08,4.0,0
C94479,1,5,314.05,314.05,9.0,0
C94508,1,4,176.28,176.28,6.0,0
C94568,1,4,1939.4,1939.4,5.0,1
C94569,2,3,1675.3500000000001,837.6750000000001,2.5,2
C94595,1,4,247.64,247.64,6.0,0
C94658,1,2,886.44,886.44,5.0,0
C94671,1,1,167.15,167.15,5.0,0
C94698,1,1,586.62,586.62,5.0,0
C94921,1,2,438.2,438.2,4.0,0
C95100,1,1,627.2,627.2,1.0,0
C95213,1,3,1806.72,1806.72,8.0,1
C95269,1,2,389.7,389.7,5.0,0
C95271,1,3,927.6600000000001,927.6600000000001,7.0,0
C95568,1,3,973.4100000000001,973.4100000000001,4.0,0
C95623,1,3,1870.02,1870.02,3.0,1
C95643,1,4,2426.28,2426.28,5.0,1
C95667,1,4,463.08,463.08,7.0,0
C95856,1,2,1279.76,1279.76,5.0,0
C95901,1,3,1993.38,1993.38,4.0,1
C95984,1,3,1033.2,1033.2,3.0,0
C96034,1,4,121.08,121.08,9.0,0
C96136,1,5,1946.1,1946.1,7.0,1
C96257,1,4,1803.0,1803.0,6.0,1
C96261,1,2,970.74,970.74,5.0,0
C96283,1,3,924.03,924.03,3.0,0
C96434,1,4,2536.2,2536.2,6.0,1
C96494,1,1,179.22,179.22,6.0,0
C96583,1,4,139.36,139.36,8.0,0
C96595,1,3,1719.66,1719.66,5.0,1
C96636,1,1,39.56,39.56,5.0,0
C96664,1,3,769.3799999999999,769.3799999999999,4.0,0
C96695,1,1,564.86,564.86,6.0,0
C96787,1,2,1066.04,1066.04,2.0,0
C96822,1,2,989.56,989.56,2.0,0
C97148,1,4,1135.16,1135.16,8.0,1
C97187,1,1,670.54,670.54,6.0,0
C97218,1,5,2300.7,2300.7,10.0,1
C97262,1,4,1724.04,1724.04,7.0,1
C97454,1,2,698.8,698.8,2.0,0
C97485,1,4,915.64,915.64,4.0,0
C97593,2,5,2855.2200000000003,1427.6100000000001,7.0,2
C97603,1,4,2373.08,2373.08,5.0,1
C97643,1,4,2051.0,2051.0,8.0,1
C97681,1,5,2166.3,2166.3,9.0,1
C97715,1,2,727.82,727.82,2.0,0
C97735,1,5,408.5,408.5,6.0,0
C97749,1,3,1026.06,1026.06,5.0,0
C97774,1,4,1807.88,1807.88,7.0,1
C97907,1,3,1758.63,1758.63,4.0,1
C98096,1,2,635.54,635.54,4.0,0
C98168,1,5,2103.5,2103.5,5.0,1
C98216,1,5,2463.75,2463.75,6.0,1
C98276,1,1,14.06,14.06,5.0,0
C98278,1,3,1241.49,1241.49,8.0,1
C98317,1,4,2786.84,2786.84,4.0,1
C98332,1,3,1316.67,1316.67,3.0,0
C98354,1,3,151.02,151.02,3.0,0
C98450,1,4,357.64,357.64,9.0,0
C98474,2,6,2175.34,1087.67,5.5,2
C98483,1,5,110.7,110.7,10.0,0
C98635,1,1,538.68,538.68,6.0,0
C98761,1,4,1994.04,1994.04,4.0,1
C99023,1,4,1371.8,1371.8,6.0,1
C99024,1,1,684.65,684.65,1.0,0
C99050,1,2,1201.14,1201.14,3.0,0
C99116,1,4,2746.44,2746.44,6.0,1
C99128,1,3,138.33,138.33,5.0,0
C99173,1,3,1070.52,1070.52,5.0,0
C99205,1,2,1024.66,1024.66,7.0,0
C99214,1,3,97.85999999999999,97.85999999999999,6.0,0
C99217,1,5,1435.65,1435.65,10.0,1
C99271,1,2,226.58,226.58,5.0,0
C99533,1,1,678.01,678.01,4.0,0
C99589,1,1,641.39,641.39,1.0,0
C99683,1,5,1663.2,1663.2,10.0,1
C99775,1,4,1654.84,1654.84,9.0,1
C99879,1,3,821.8799999999999,821.8799999999999,8.0,0
C99904,1,2,646.74,646.74,3.0,0
